row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,product_id,product_name,category,sub_category,sales,quantity,discount,profit
15574,ORD-2025-4842,2025-11-11,2025-11-17,Second Class,CU-10161,Elizabeth Wilson,Consumer,East,Massachusetts,Boston,PR-1021,File Cabinet,Office Supplies,Storage,347.22,4,0,100.58
15575,ORD-2025-4842,2025-11-11,2025-11-17,Same Day,CU-10161,Elizabeth Wilson,Consumer,East,Massachusetts,Boston,PR-1013,Wall Clock,Furniture,Furnishings,488.82,2,0,38.12
15576,ORD-2025-4842,2025-11-11,2025-11-17,Standard Class,CU-10161,Elizabeth Wilson,Consumer,East,Massachusetts,Boston,PR-1038,Desktop Copier,Technology,Copiers,1217.46,1,0.1,281.88
15577,ORD-2025-5521,2025-11-11,2025-11-15,First Class,CU-10184,Linda Thomas,Corporate,Central,Michigan,Ann Arbor,PR-1003,Stacking Chair,Furniture,Chairs,1012.38,2,0.15,110.02
15578,ORD-2025-1918,2025-11-12,2025-11-17,First Class,CU-10061,Sarah Wilson,Consumer,East,New York,Buffalo,PR-1036,USB Hub,Technology,Accessories,4369.94,3,0.3,588.8
15579,ORD-2025-1918,2025-11-12,2025-11-17,First Class,CU-10061,Sarah Wilson,Consumer,East,New York,Buffalo,PR-1007,Standing Desk,Furniture,Tables,4077.58,4,0.3,12.35
15580,ORD-2025-1918,2025-11-12,2025-11-17,First Class,CU-10061,Sarah Wilson,Consumer,East,New York,Buffalo,PR-1027,Address Labels,Office Supplies,Labels,807.6,6,0.4,-2.45
15581,ORD-2025-1919,2025-11-12,2025-11-17,Same Day,CU-10061,Sarah Wilson,Consumer,East,New York,Buffalo,PR-1022,Storage Box,Office Supplies,Storage,170.72,1,0,44.49
15582,ORD-2025-1919,2025-11-12,2025-11-17,Standard Class,CU-10061,Sarah Wilson,Consumer,East,New York,Buffalo,PR-1029,Smartphone X,Technology,Phones,3028.86,3,0,303.62
15583,ORD-2025-221,2025-11-12,2025-11-17,Same Day,CU-10005,William Brown,Corporate,East,Massachusetts,Boston,PR-1020,Sticky Notes,Office Supplies,Paper,184.65,2,0.2,36.28
15584,ORD-2025-2650,2025-11-12,2025-11-15,Second Class,CU-10093,Elizabeth Perez,Consumer,South,Tennessee,Nashville,PR-1011,Ladder Shelf,Furniture,Bookcases,2571.27,2,0,555.57
15585,ORD-2025-2650,2025-11-12,2025-11-15,Same Day,CU-10093,Elizabeth Perez,Consumer,South,Tennessee,Nashville,PR-1010,Corner Bookcase,Furniture,Bookcases,1697.99,3,0,333.48
15586,ORD-2025-2650,2025-11-12,2025-11-15,Standard Class,CU-10093,Elizabeth Perez,Consumer,South,Tennessee,Nashville,PR-1030,Cordless Phone,Technology,Phones,6238.44,6,0,-109.85
15587,ORD-2025-3802,2025-11-12,2025-11-14,Standard Class,CU-10128,Fatima Garcia,Corporate,Central,Michigan,Ann Arbor,PR-1015,3-Ring Binder,Office Supplies,Binders,72.59,3,0.4,19.31
15588,ORD-2025-3802,2025-11-12,2025-11-14,Same Day,CU-10128,Fatima Garcia,Corporate,Central,Michigan,Ann Arbor,PR-1025,Sketch Pad,Office Supplies,Art,115.14,4,0,6.11
15589,ORD-2025-3802,2025-11-12,2025-11-14,First Class,CU-10128,Fatima Garcia,Corporate,Central,Michigan,Ann Arbor,PR-1036,USB Hub,Technology,Accessories,1504.67,1,0.2,304.06
15590,ORD-2025-3802,2025-11-12,2025-11-14,First Class,CU-10128,Fatima Garcia,Corporate,Central,Michigan,Ann Arbor,PR-1017,View Binder,Office Supplies,Binders,100.66,3,0,18.55
15591,ORD-2025-5565,2025-11-12,2025-11-15,First Class,CU-10185,William Thomas,Consumer,Central,Ohio,Cleveland,PR-1032,Laser Printer,Technology,Machines,4475.85,2,0,925.77
15592,ORD-2025-1156,2025-11-13,2025-11-16,Same Day,CU-10037,Michael Taylor,Consumer,East,Pennsylvania,Pittsburgh,PR-1014,Filing Tray,Furniture,Furnishings,2413.86,2,0,239.64
15593,ORD-2025-1156,2025-11-13,2025-11-16,First Class,CU-10037,Michael Taylor,Consumer,East,Pennsylvania,Pittsburgh,PR-1020,Sticky Notes,Office Supplies,Paper,196.44,2,0,12.93
15594,ORD-2025-1156,2025-11-13,2025-11-16,Standard Class,CU-10037,Michael Taylor,Consumer,East,Pennsylvania,Pittsburgh,PR-1014,Filing Tray,Furniture,Furnishings,2196.61,2,0.3,-22.25
15595,ORD-2025-1156,2025-11-13,2025-11-16,Same Day,CU-10037,Michael Taylor,Consumer,East,Pennsylvania,Pittsburgh,PR-1003,Stacking Chair,Furniture,Chairs,1012.38,2,0.15,104.3
15596,ORD-2025-2929,2025-11-13,2025-11-17,Standard Class,CU-10099,William Davis,Consumer,East,New Jersey,Jersey City,PR-1034,Shredder,Technology,Machines,7159.98,4,0,-244.4
15597,ORD-2025-2929,2025-11-13,2025-11-17,Same Day,CU-10099,William Davis,Consumer,East,New Jersey,Jersey City,PR-1019,Legal Pad,Office Supplies,Paper,260.29,5,0.15,-4.75
15598,ORD-2025-2929,2025-11-13,2025-11-17,First Class,CU-10099,William Davis,Consumer,East,New Jersey,Jersey City,PR-1015,3-Ring Binder,Office Supplies,Binders,54.99,2,0,13.61
15599,ORD-2025-2929,2025-11-13,2025-11-17,Second Class,CU-10099,William Davis,Consumer,East,New Jersey,Jersey City,PR-1008,Side Table,Furniture,Tables,4680.59,5,0.3,247.68
15600,ORD-2025-3388,2025-11-13,2025-11-20,Standard Class,CU-10116,Patricia Miller,Consumer,West,Oregon,Portland,PR-1007,Standing Desk,Furniture,Tables,6318.01,6,0.2,-183.0
15601,ORD-2025-3388,2025-11-13,2025-11-20,Standard Class,CU-10116,Patricia Miller,Consumer,West,Oregon,Portland,PR-1001,Executive Chair,Furniture,Chairs,4342.54,5,0.3,542.74
15602,ORD-2025-4574,2025-11-13,2025-11-19,First Class,CU-10155,Wei Martinez,Consumer,East,Massachusetts,Worcester,PR-1020,Sticky Notes,Office Supplies,Paper,259.3,3,0.4,11.71
15603,ORD-2025-4574,2025-11-13,2025-11-19,Second Class,CU-10155,Wei Martinez,Consumer,East,Massachusetts,Worcester,PR-1018,Copy Paper Ream,Office Supplies,Paper,119.5,1,0.1,34.15
15604,ORD-2025-4574,2025-11-13,2025-11-19,Standard Class,CU-10155,Wei Martinez,Consumer,East,Massachusetts,Worcester,PR-1015,3-Ring Binder,Office Supplies,Binders,100.08,4,0.3,32.49
15605,ORD-2025-5626,2025-11-13,2025-11-17,First Class,CU-10187,Yuki Anderson,Home Office,West,Arizona,Phoenix,PR-1016,Report Cover,Office Supplies,Binders,410.61,3,0.3,78.79
15606,ORD-2025-5626,2025-11-13,2025-11-17,First Class,CU-10187,Yuki Anderson,Home Office,West,Arizona,Phoenix,PR-1007,Standing Desk,Furniture,Tables,2139.61,2,0.15,291.66
15607,ORD-2025-5626,2025-11-13,2025-11-17,Same Day,CU-10187,Yuki Anderson,Home Office,West,Arizona,Phoenix,PR-1039,Office Copier XL,Technology,Copiers,844.37,3,0.1,49.57
15608,ORD-2025-2437,2025-11-14,2025-11-18,Same Day,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1013,Wall Clock,Furniture,Furnishings,933.65,4,0.15,30.83
15609,ORD-2025-2437,2025-11-14,2025-11-18,First Class,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1023,Locking Drawer,Office Supplies,Storage,314.02,6,0.1,-5.15
15610,ORD-2025-2437,2025-11-14,2025-11-18,Same Day,CU-10081,William Lee,Consumer,South,Tennessee,Nashville,PR-1021,File Cabinet,Office Supplies,Storage,497.39,6,0.15,49.31
15611,ORD-2025-4325,2025-11-14,2025-11-21,Standard Class,CU-10149,Thomas Thomas,Consumer,West,Washington,Seattle,PR-1020,Sticky Notes,Office Supplies,Paper,369.31,4,0.2,116.15
15612,ORD-2025-4843,2025-11-14,2025-11-19,First Class,CU-10161,Elizabeth Wilson,Consumer,East,Massachusetts,Boston,PR-1007,Standing Desk,Furniture,Tables,6721.29,6,0,1261.8
15613,ORD-2025-4843,2025-11-14,2025-11-19,Second Class,CU-10161,Elizabeth Wilson,Consumer,East,Massachusetts,Boston,PR-1003,Stacking Chair,Furniture,Chairs,1012.38,2,0.15,279.77
15614,ORD-2025-1669,2025-11-15,2025-11-17,Second Class,CU-10051,Ahmed Rodriguez,Consumer,East,New York,Buffalo,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,2496.89,3,0.3,-27.57
15615,ORD-2025-1669,2025-11-15,2025-11-17,Second Class,CU-10051,Ahmed Rodriguez,Consumer,East,New York,Buffalo,PR-1001,Executive Chair,Furniture,Chairs,1822.91,2,0.15,90.22
15616,ORD-2025-1669,2025-11-15,2025-11-17,First Class,CU-10051,Ahmed Rodriguez,Consumer,East,New York,Buffalo,PR-1004,Recliner,Furniture,Chairs,550.28,1,0,100.21
15617,ORD-2025-1669,2025-11-15,2025-11-17,Second Class,CU-10051,Ahmed Rodriguez,Consumer,East,New York,Buffalo,PR-1015,3-Ring Binder,Office Supplies,Binders,82.48,3,0,16.17
15618,ORD-2025-307,2025-11-15,2025-11-21,Second Class,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1012,Desk Lamp,Furniture,Furnishings,789.52,3,0.3,94.46
15619,ORD-2025-3242,2025-11-15,2025-11-16,First Class,CU-10110,Mary Lee,Consumer,Central,Illinois,Springfield,PR-1015,3-Ring Binder,Office Supplies,Binders,54.99,2,0,13.97
15620,ORD-2025-3242,2025-11-15,2025-11-16,Same Day,CU-10110,Mary Lee,Consumer,Central,Illinois,Springfield,PR-1026,Push Pins,Office Supplies,Art,459.5,3,0.1,36.53
15621,ORD-2025-3242,2025-11-15,2025-11-16,Standard Class,CU-10110,Mary Lee,Consumer,Central,Illinois,Springfield,PR-1012,Desk Lamp,Furniture,Furnishings,1526.98,6,0.4,131.01
15622,ORD-2025-3533,2025-11-15,2025-11-18,First Class,CU-10120,Sofia Miller,Consumer,South,Florida,Tampa,PR-1030,Cordless Phone,Technology,Phones,4964.76,5,0.15,1589.66
15623,ORD-2025-5563,2025-11-15,2025-11-20,Second Class,CU-10185,William Thomas,Consumer,Central,Ohio,Cleveland,PR-1023,Locking Drawer,Office Supplies,Storage,206.11,4,0.15,45.41
15624,ORD-2025-5563,2025-11-15,2025-11-20,Same Day,CU-10185,William Thomas,Consumer,Central,Ohio,Cleveland,PR-1025,Sketch Pad,Office Supplies,Art,50.66,2,0.4,16.49
15625,ORD-2025-5563,2025-11-15,2025-11-20,Same Day,CU-10185,William Thomas,Consumer,Central,Ohio,Cleveland,PR-1014,Filing Tray,Furniture,Furnishings,1206.93,1,0,37.05
15626,ORD-2025-1273,2025-11-16,2025-11-20,Same Day,CU-10040,Thomas Martin,Consumer,West,California,San Diego,PR-1039,Office Copier XL,Technology,Copiers,277.1,1,0.15,48.07
15627,ORD-2025-1273,2025-11-16,2025-11-20,First Class,CU-10040,Thomas Martin,Consumer,West,California,San Diego,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,4573.05,5,0,958.58
15628,ORD-2025-1273,2025-11-16,2025-11-20,Standard Class,CU-10040,Thomas Martin,Consumer,West,California,San Diego,PR-1026,Push Pins,Office Supplies,Art,789.53,5,0,238.23
15629,ORD-2025-1273,2025-11-16,2025-11-20,Standard Class,CU-10040,Thomas Martin,Consumer,West,California,San Diego,PR-1031,Headset Pro,Technology,Phones,916.13,6,0.2,44.34
15630,ORD-2025-1758,2025-11-16,2025-11-19,Second Class,CU-10055,Patricia Anderson,Consumer,South,Alabama,Birmingham,PR-1018,Copy Paper Ream,Office Supplies,Paper,369.58,3,0,73.4
15631,ORD-2025-1807,2025-11-16,2025-11-19,Second Class,CU-10056,Sofia Garcia,Home Office,South,Florida,Miami,PR-1007,Standing Desk,Furniture,Tables,5914.74,6,0.4,1463.89
15632,ORD-2025-1807,2025-11-16,2025-11-19,Standard Class,CU-10056,Sofia Garcia,Home Office,South,Florida,Miami,PR-1025,Sketch Pad,Office Supplies,Art,139.61,5,0.1,22.9
15633,ORD-2025-2277,2025-11-16,2025-11-17,Standard Class,CU-10073,Wei Taylor,Consumer,South,Tennessee,Nashville,PR-1038,Desktop Copier,Technology,Copiers,5710.75,5,0.3,1105.56
15634,ORD-2025-2277,2025-11-16,2025-11-17,Same Day,CU-10073,Wei Taylor,Consumer,South,Tennessee,Nashville,PR-1021,File Cabinet,Office Supplies,Storage,260.41,3,0,88.43
15635,ORD-2025-2550,2025-11-16,2025-11-23,Second Class,CU-10085,Richard Garcia,Corporate,South,Georgia,Atlanta,PR-1011,Ladder Shelf,Furniture,Bookcases,7366.69,6,0.15,180.0
15636,ORD-2025-4841,2025-11-16,2025-11-19,Same Day,CU-10161,Elizabeth Wilson,Consumer,East,Massachusetts,Boston,PR-1016,Report Cover,Office Supplies,Binders,729.46,5,0.1,178.5
15637,ORD-2025-4841,2025-11-16,2025-11-19,Second Class,CU-10161,Elizabeth Wilson,Consumer,East,Massachusetts,Boston,PR-1019,Legal Pad,Office Supplies,Paper,218.04,4,0,33.91
15638,ORD-2025-4841,2025-11-16,2025-11-19,First Class,CU-10161,Elizabeth Wilson,Consumer,East,Massachusetts,Boston,PR-1019,Legal Pad,Office Supplies,Paper,153.72,3,0.2,15.84
15639,ORD-2025-4841,2025-11-16,2025-11-19,Same Day,CU-10161,Elizabeth Wilson,Consumer,East,Massachusetts,Boston,PR-1030,Cordless Phone,Technology,Phones,1954.71,2,0.2,189.29
15640,ORD-2025-5817,2025-11-16,2025-11-23,Same Day,CU-10193,Wei Martinez,Consumer,Central,Ohio,Columbus,PR-1028,Shipping Labels,Office Supplies,Labels,528.76,4,0.15,93.58
15641,ORD-2025-5817,2025-11-16,2025-11-23,Same Day,CU-10193,Wei Martinez,Consumer,Central,Ohio,Columbus,PR-1006,Round Table,Furniture,Tables,2391.27,5,0.15,607.41
15642,ORD-2025-5817,2025-11-16,2025-11-23,Standard Class,CU-10193,Wei Martinez,Consumer,Central,Ohio,Columbus,PR-1006,Round Table,Furniture,Tables,941.49,2,0.2,273.46
15643,ORD-2025-5817,2025-11-16,2025-11-23,Standard Class,CU-10193,Wei Martinez,Consumer,Central,Ohio,Columbus,PR-1037,Laptop Stand,Technology,Accessories,386.65,2,0.4,-10.02
15644,ORD-2025-63,2025-11-16,2025-11-19,First Class,CU-10002,Michael Davis,Home Office,East,Virginia,Richmond,PR-1012,Desk Lamp,Furniture,Furnishings,763.49,3,0.4,150.99
15645,ORD-2025-63,2025-11-16,2025-11-19,Same Day,CU-10002,Michael Davis,Home Office,East,Virginia,Richmond,PR-1001,Executive Chair,Furniture,Chairs,3817.62,4,0,107.09
15646,ORD-2025-1877,2025-11-17,2025-11-21,Second Class,CU-10060,David Williams,Home Office,Central,Ohio,Cleveland,PR-1031,Headset Pro,Technology,Phones,775.63,5,0.15,197.8
15647,ORD-2025-1877,2025-11-17,2025-11-21,Second Class,CU-10060,David Williams,Home Office,Central,Ohio,Cleveland,PR-1028,Shipping Labels,Office Supplies,Labels,402.8,3,0.1,76.32
15648,ORD-2025-3803,2025-11-17,2025-11-19,Same Day,CU-10128,Fatima Garcia,Corporate,Central,Michigan,Ann Arbor,PR-1038,Desktop Copier,Technology,Copiers,1198.63,1,0.15,202.03
15649,ORD-2025-3803,2025-11-17,2025-11-19,Second Class,CU-10128,Fatima Garcia,Corporate,Central,Michigan,Ann Arbor,PR-1017,View Binder,Office Supplies,Binders,100.66,3,0,-1.14
15650,ORD-2025-3803,2025-11-17,2025-11-19,Same Day,CU-10128,Fatima Garcia,Corporate,Central,Michigan,Ann Arbor,PR-1007,Standing Desk,Furniture,Tables,6721.29,6,0,595.69
15651,ORD-2025-4398,2025-11-17,2025-11-21,First Class,CU-10151,David Moore,Corporate,Central,Texas,Dallas,PR-1002,Mesh Task Chair,Furniture,Chairs,2448.78,3,0.4,682.05
15652,ORD-2025-4398,2025-11-17,2025-11-21,First Class,CU-10151,David Moore,Corporate,Central,Texas,Dallas,PR-1010,Corner Bookcase,Furniture,Bookcases,515.06,1,0.3,139.33
15653,ORD-2025-4398,2025-11-17,2025-11-21,First Class,CU-10151,David Moore,Corporate,Central,Texas,Dallas,PR-1032,Laser Printer,Technology,Machines,12219.07,6,0.3,310.69
15654,ORD-2025-5168,2025-11-17,2025-11-20,Standard Class,CU-10172,Fatima Moore,Consumer,East,Pennsylvania,Philadelphia,PR-1008,Side Table,Furniture,Tables,2808.35,3,0.3,527.17
15655,ORD-2025-5168,2025-11-17,2025-11-20,Second Class,CU-10172,Fatima Moore,Consumer,East,Pennsylvania,Philadelphia,PR-1014,Filing Tray,Furniture,Furnishings,2413.86,2,0,524.32
15656,ORD-2025-5168,2025-11-17,2025-11-20,Second Class,CU-10172,Fatima Moore,Consumer,East,Pennsylvania,Philadelphia,PR-1019,Legal Pad,Office Supplies,Paper,256.2,5,0.2,15.26
15657,ORD-2025-177,2025-11-18,2025-11-23,Same Day,CU-10004,Jennifer Thomas,Consumer,Central,Ohio,Columbus,PR-1017,View Binder,Office Supplies,Binders,94.63,3,0.2,24.57
15658,ORD-2025-177,2025-11-18,2025-11-23,Same Day,CU-10004,Jennifer Thomas,Consumer,Central,Ohio,Columbus,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,5487.66,6,0,1367.12
15659,ORD-2025-177,2025-11-18,2025-11-23,First Class,CU-10004,Jennifer Thomas,Consumer,Central,Ohio,Columbus,PR-1011,Ladder Shelf,Furniture,Bookcases,1247.07,1,0.1,191.22
15660,ORD-2025-177,2025-11-18,2025-11-23,Standard Class,CU-10004,Jennifer Thomas,Consumer,Central,Ohio,Columbus,PR-1036,USB Hub,Technology,Accessories,8003.55,5,0,114.41
15661,ORD-2025-2868,2025-11-18,2025-11-21,Standard Class,CU-10098,Priya Rodriguez,Home Office,South,Tennessee,Memphis,PR-1015,3-Ring Binder,Office Supplies,Binders,78.77,3,0.15,14.04
15662,ORD-2025-2868,2025-11-18,2025-11-21,First Class,CU-10098,Priya Rodriguez,Home Office,South,Tennessee,Memphis,PR-1028,Shipping Labels,Office Supplies,Labels,650.57,5,0.2,25.46
15663,ORD-2025-306,2025-11-18,2025-11-19,Second Class,CU-10009,Joseph Anderson,Consumer,West,Oregon,Eugene,PR-1014,Filing Tray,Furniture,Furnishings,5310.49,5,0.4,512.91
15664,ORD-2025-3183,2025-11-18,2025-11-23,First Class,CU-10108,Yuki Perez,Corporate,Central,Texas,Houston,PR-1022,Storage Box,Office Supplies,Storage,682.86,4,0,87.89
15665,ORD-2025-3183,2025-11-18,2025-11-23,First Class,CU-10108,Yuki Perez,Corporate,Central,Texas,Houston,PR-1017,View Binder,Office Supplies,Binders,134.22,4,0,33.23
15666,ORD-2025-3183,2025-11-18,2025-11-23,Second Class,CU-10108,Yuki Perez,Corporate,Central,Texas,Houston,PR-1010,Corner Bookcase,Furniture,Bookcases,498.08,1,0.4,173.33
15667,ORD-2025-3183,2025-11-18,2025-11-23,First Class,CU-10108,Yuki Perez,Corporate,Central,Texas,Houston,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,887.17,1,0.1,32.95
15668,ORD-2025-3759,2025-11-18,2025-11-21,Same Day,CU-10127,Robert Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1002,Mesh Task Chair,Furniture,Chairs,4637.85,5,0,542.62
15669,ORD-2025-3759,2025-11-18,2025-11-21,Standard Class,CU-10127,Robert Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1033,Label Maker,Technology,Machines,10172.71,5,0.1,343.26
15670,ORD-2025-4519,2025-11-18,2025-11-24,Second Class,CU-10153,Wei Rodriguez,Corporate,South,North Carolina,Charlotte,PR-1012,Desk Lamp,Furniture,Furnishings,1526.98,6,0.4,-56.8
15671,ORD-2025-4519,2025-11-18,2025-11-24,Standard Class,CU-10153,Wei Rodriguez,Corporate,South,North Carolina,Charlotte,PR-1005,Conference Table,Furniture,Tables,1095.85,2,0.3,274.11
15672,ORD-2025-1432,2025-11-19,2025-11-25,Same Day,CU-10043,Charles Martin,Home Office,Central,Ohio,Columbus,PR-1021,File Cabinet,Office Supplies,Storage,78.99,1,0.3,11.48
15673,ORD-2025-1432,2025-11-19,2025-11-25,Second Class,CU-10043,Charles Martin,Home Office,Central,Ohio,Columbus,PR-1001,Executive Chair,Furniture,Chairs,3703.09,4,0.1,417.7
15674,ORD-2025-1432,2025-11-19,2025-11-25,Standard Class,CU-10043,Charles Martin,Home Office,Central,Ohio,Columbus,PR-1009,5-Shelf Bookcase,Furniture,Bookcases,4161.48,5,0.3,125.61
15675,ORD-2025-1808,2025-11-19,2025-11-22,Standard Class,CU-10056,Sofia Garcia,Home Office,South,Florida,Miami,PR-1002,Mesh Task Chair,Furniture,Chairs,4498.71,5,0.1,240.48
15676,ORD-2025-1808,2025-11-19,2025-11-22,Standard Class,CU-10056,Sofia Garcia,Home Office,South,Florida,Miami,PR-1027,Address Labels,Office Supplies,Labels,862.67,6,0.2,-31.7
15677,ORD-2025-1808,2025-11-19,2025-11-22,First Class,CU-10056,Sofia Garcia,Home Office,South,Florida,Miami,PR-1005,Conference Table,Furniture,Tables,1095.85,2,0.3,297.43
15678,ORD-2025-1808,2025-11-19,2025-11-22,First Class,CU-10056,Sofia Garcia,Home Office,South,Florida,Miami,PR-1002,Mesh Task Chair,Furniture,Chairs,1771.66,2,0.15,489.86
15679,ORD-2025-3489,2025-11-19,2025-11-26,First Class,CU-10119,Fatima Moore,Home Office,East,Pennsylvania,Pittsburgh,PR-1015,3-Ring Binder,Office Supplies,Binders,25.85,1,0.2,8.43
15680,ORD-2025-3489,2025-11-19,2025-11-26,Same Day,CU-10119,Fatima Moore,Home Office,East,Pennsylvania,Pittsburgh,PR-1026,Push Pins,Office Supplies,Art,138.96,1,0.4,3.63
15681,ORD-2025-3489,2025-11-19,2025-11-26,Second Class,CU-10119,Fatima Moore,Home Office,East,Pennsylvania,Pittsburgh,PR-1012,Desk Lamp,Furniture,Furnishings,276.19,1,0.15,-9.42
15682,ORD-2025-3489,2025-11-19,2025-11-26,Standard Class,CU-10119,Fatima Moore,Home Office,East,Pennsylvania,Pittsburgh,PR-1020,Sticky Notes,Office Supplies,Paper,93.8,1,0.15,6.69
15683,ORD-2025-3884,2025-11-19,2025-11-20,First Class,CU-10132,John Martinez,Consumer,South,Tennessee,Nashville,PR-1022,Storage Box,Office Supplies,Storage,853.57,5,0,81.11
15684,ORD-2025-3884,2025-11-19,2025-11-20,First Class,CU-10132,John Martinez,Consumer,South,Tennessee,Nashville,PR-1008,Side Table,Furniture,Tables,4912.04,5,0.15,761.83
15685,ORD-2025-3884,2025-11-19,2025-11-20,Standard Class,CU-10132,John Martinez,Consumer,South,Tennessee,Nashville,PR-1027,Address Labels,Office Supplies,Labels,458.86,3,0,-10.69
15686,ORD-2025-3884,2025-11-19,2025-11-20,Standard Class,CU-10132,John Martinez,Consumer,South,Tennessee,Nashville,PR-1015,3-Ring Binder,Office Supplies,Binders,157.55,6,0.15,17.42
15687,ORD-2025-4396,2025-11-19,2025-11-23,Standard Class,CU-10151,David Moore,Corporate,Central,Texas,Dallas,PR-1005,Conference Table,Furniture,Tables,2263.95,4,0.2,652.05
15688,ORD-2025-4396,2025-11-19,2025-11-23,Standard Class,CU-10151,David Moore,Corporate,Central,Texas,Dallas,PR-1012,Desk Lamp,Furniture,Furnishings,867.6,3,0,59.29
15689,ORD-2025-5045,2025-11-19,2025-11-24,First Class,CU-10168,Wei Lee,Corporate,South,Alabama,Birmingham,PR-1032,Laser Printer,Technology,Machines,13427.55,6,0,1542.7
15690,ORD-2025-5045,2025-11-19,2025-11-24,Second Class,CU-10168,Wei Lee,Corporate,South,Alabama,Birmingham,PR-1007,Standing Desk,Furniture,Tables,5601.07,5,0,1710.65
15691,ORD-2025-5167,2025-11-19,2025-11-26,Second Class,CU-10172,Fatima Moore,Consumer,East,Pennsylvania,Philadelphia,PR-1001,Executive Chair,Furniture,Chairs,5468.74,6,0.15,1278.25
15692,ORD-2025-5213,2025-11-19,2025-11-22,Standard Class,CU-10173,Linda Jones,Consumer,West,California,San Diego,PR-1035,Wireless Mouse,Technology,Accessories,9373.12,5,0,1765.49
15693,ORD-2025-5213,2025-11-19,2025-11-22,Same Day,CU-10173,Linda Jones,Consumer,West,California,San Diego,PR-1008,Side Table,Furniture,Tables,1028.7,1,0,187.3
15694,ORD-2025-5213,2025-11-19,2025-11-22,Standard Class,CU-10173,Linda Jones,Consumer,West,California,San Diego,PR-1018,Copy Paper Ream,Office Supplies,Paper,224.21,2,0.3,44.07
15695,ORD-2025-5213,2025-11-19,2025-11-22,Second Class,CU-10173,Linda Jones,Consumer,West,California,San Diego,PR-1005,Conference Table,Furniture,Tables,529.86,1,0.4,119.21
15696,ORD-2025-5979,2025-11-19,2025-11-25,Standard Class,CU-10198,Susan Rodriguez,Corporate,West,Arizona,Phoenix,PR-1035,Wireless Mouse,Technology,Accessories,1762.15,1,0.2,276.9
15697,ORD-2025-5979,2025-11-19,2025-11-25,Second Class,CU-10198,Susan Rodriguez,Corporate,West,Arizona,Phoenix,PR-1021,File Cabinet,Office Supplies,Storage,336.8,4,0.1,60.37
15698,ORD-2025-5979,2025-11-19,2025-11-25,Same Day,CU-10198,Susan Rodriguez,Corporate,West,Arizona,Phoenix,PR-1033,Label Maker,Technology,Machines,11452.16,6,0.3,991.88
15699,ORD-2025-4251,2025-11-20,2025-11-22,Standard Class,CU-10146,Priya Martinez,Consumer,West,California,San Francisco,PR-1034,Shredder,Technology,Machines,7159.98,4,0,1962.98
15700,ORD-2025-849,2025-11-20,2025-11-25,Second Class,CU-10026,Carlos Miller,Corporate,Central,Michigan,Ann Arbor,PR-1007,Standing Desk,Furniture,Tables,3943.16,4,0.4,788.03
15701,ORD-2025-849,2025-11-20,2025-11-25,Second Class,CU-10026,Carlos Miller,Corporate,Central,Michigan,Ann Arbor,PR-1021,File Cabinet,Office Supplies,Storage,81.6,1,0.2,7.57
15702,ORD-2025-849,2025-11-20,2025-11-25,Standard Class,CU-10026,Carlos Miller,Corporate,Central,Michigan,Ann Arbor,PR-1035,Wireless Mouse,Technology,Accessories,4949.01,3,0.4,203.06
15703,ORD-2025-377,2025-11-21,2025-11-27,First Class,CU-10011,David Lee,Consumer,West,Oregon,Portland,PR-1035,Wireless Mouse,Technology,Accessories,1649.67,1,0.4,361.11
15704,ORD-2025-4326,2025-11-21,2025-11-22,First Class,CU-10149,Thomas Thomas,Consumer,West,Washington,Seattle,PR-1012,Desk Lamp,Furniture,Furnishings,867.6,3,0,67.82
15705,ORD-2025-4326,2025-11-21,2025-11-22,First Class,CU-10149,Thomas Thomas,Consumer,West,Washington,Seattle,PR-1026,Push Pins,Office Supplies,Art,459.5,3,0.1,13.82
15706,ORD-2025-4326,2025-11-21,2025-11-22,First Class,CU-10149,Thomas Thomas,Consumer,West,Washington,Seattle,PR-1031,Headset Pro,Technology,Phones,142.94,1,0.4,45.77
15707,ORD-2025-909,2025-11-21,2025-11-23,First Class,CU-10028,Sarah Davis,Home Office,West,California,Los Angeles,PR-1039,Office Copier XL,Technology,Copiers,870.48,3,0,181.85
15708,ORD-2025-909,2025-11-21,2025-11-23,Standard Class,CU-10028,Sarah Davis,Home Office,West,California,Los Angeles,PR-1023,Locking Drawer,Office Supplies,Storage,189.92,4,0.4,63.62
15709,ORD-2025-909,2025-11-21,2025-11-23,Second Class,CU-10028,Sarah Davis,Home Office,West,California,Los Angeles,PR-1029,Smartphone X,Technology,Phones,949.04,1,0.2,303.18
15710,ORD-2025-3163,2025-11-22,2025-11-28,First Class,CU-10105,Barbara Jackson,Corporate,Central,Michigan,Ann Arbor,PR-1023,Locking Drawer,Office Supplies,Storage,215.82,4,0,5.52
